Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2294,1106230603,OHRS - H1N1 Enhancements,"The Clinical Information Support System for the Occupational Health Recordkeeping System CISS-OHRS application is a web based application that supports the business and clinical needs of the Occupational Health staff. As the VA Veteran employeeEHR, the OHRS application is also an integral component supporting VAs role in monitoring the tracking the progress of the Pandemic Flu/Novel H1N1 vaccination program for the non-VA Federal workforce including documentation of adverse medication events. This project is a collaborative effort between VA OI&T OED, the Office of Public Health Surveillance and Research (OPHSR) the Occupational Health, Safety and Prevention Strategic Health Care Group, and the VHA H1N1 Coordination Center, assisted by the Enterprise Systems Management group in the VHA Office of Health Information.",19/11/2010,18/11/2011,15/11/2011,15/11/2011,55.7,0,0,0,0,2.41119,2.41119,19/01/2012,14:58:49,1106230603
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2295,1108030603,VistA Fee and IFCAP Automation Enhancement,"The VistA FEE IFCAP Enhancement Project is a joint effort between OI&T, AITC, and CBO to implement controls and procedures to prevent duplicate payments to vendors and providers for batches and line items that Central Fee had previously rejected. The project will implement changes and modifications to various modules of VAs VistA software application to include Fee Basis Claims System (FBCS), Fee Basis, and IFCAP and the data exchange between this system and downstream systems such as Central Fee and VISN Support Service Center (VSSC).",03/01/2011,23/11/2012,20/08/2012,20/08/2012,0.747285,-11,-1.85,0,0,0.747285,0.747285,17/04/2012,11:53:19,1108030603
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2296,1108170603,Upgrade ETA for Telework,"Currently, there is no way to accurately account for the number of days/hours employee work in alternative work environments (telework or work virtually) in the Enhanced Time and Attendance (ETA) System. This request seeks to allow VA entities to set and track the number of actual and scheduled/unscheduled days/hours employees work in this manner. This information would then be transmitted to the Central PAID System where reports could be generated to accurately account for these statistics [which is required on an annual basis to the Office of Management and Budget (OMB) and Office of Personnel Management (OPM)].",06/06/2011,01/10/2012,01/08/2012,01/08/2012,1.748,-30,-7.11,0,0,1.0016,1.0016,21/06/2012,10:40:19,1108170603
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2297,1109050649,ePharmacy D_0 V2,"Submit all mandatory NCPDP fields, required NCPDP fields, and situational required NCPDP fields to PBMs/Payers regardless of payer sheet specifications. Accurately utilize NCPDP fields for pricing of VHA outpatient pharmacy claims.",01/12/2010,30/03/2012,03/02/2012,27/01/2012,4.168464,7,4.73,0,0,1.528437,1.528437,28/02/2012,14:14:31,1109050649
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2298,1109050670,EDI New Standards And Operating Rules VHA Payer Side Technical Compliance Requirements,Implementation of technical compliance requirements for Purchased Care business processes and IT systems to support HIPAA EDI transaction sets as identified by CMS standards and operating rules.,26/07/2011,31/07/2014,31/01/2012,25/04/2012,122.23706,-85,-44.97,0,0,6.111853,6.111853,21/06/2012,10:40:19,1109050670
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2299,1109071010,CPRS Version 30,"Computerized Patient Record System (CPRS) version 30 will make modifications to support the following customer requests:-International Statistical Classification of Diseases and Related Health Problems, 10th Revision (known as ICD-10) Conversion projectThis project will modify CPRS, Text Integration Utility(TIU), Consults, Health Summary, Problem List, Clinical Reminders, and Order Entry Results Reporting to meet the requirements proposed by the Dept. of Health and Human Services to adopt ICD-10 code set standards.-Clinic Orders This iteration of Clinic Orders will focus on clinic medications (the ordering, processing and documenting administration of the clinic medication). The enhancements and new functionality to CPRS, Legacy Pharmacy and Bar Code Medication Administration (BCMA) will provide the following:-CPRS Clinic Medication Orders will function comparable to Inpatient Medications. In addition, CPRS will allow all authorized personnel with prescribing privileges to easily recognize and access a One Step process to document clinic orders and the administration by the clinician from any area where orders can be called. -Improved Patient Safety by allowing order checks for clinic orders.-Improved Work flows by providing easy access and minimal steps to write a clinic order, process and document administration for clinic medications. -Copy/Paste MonitorThe Copy/Paste project will modify CPRS and TIU to meet the requirements proposed by the Office of Inspector General recommendation to add the ability to monitor copy/paste action in the CPRS application. Effective monitoring systems must be in place to support the integrity of electronic patient records.-Lab Display StatusThe Lab Display with continue with Phase II requirements identified in requirements elaboration document. Target changes to lab and report tab display changes. Patient Safety Issues and Remedy tickets The CPRS development teams will review submitted patient safety issues and remedy tickets for inclusion of CPRS v30. Patient safety issues and remedy tickets will only be included in CPRS v30 scope if the resolution is in the modified code base associated with the above project initiatives.",15/08/2011,28/02/2013,21/09/2012,21/09/2012,5.686,0,0,0,0,3.59,3.59,21/06/2012,10:40:19,1109071010
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2300,1109120488,Veterans Informatics and Computing Infrastructure Consortium for Health Informatics Research (VINCI CHIR),The VA Informatics and Computing Infrastructure (VINCI) Program is intended to fulfill the need of the VA Research community for a secure and powerful analytical environment that provides access to appropriate data. VINCI is essential for both productivity and security. Data from all Veterans can be included in research rather than geographically isolated samples. Providing access to these data in a secure environment will prevent loss and exposure of sensitive information. The need for VINCI comes from the requirement to protect Veteran data and continue important research that will improve the quality of care for Veterans. Access to more data and new types of data not previously available will allow VA Researchers to expand their areas of inquiry.,01/07/2010,31/03/2014,,,68.349438,0,0,0,0,11.072,11.072,04/11/2011,12:26:59,1109120488
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2301,1109130714,VistAWeb Performance and User Interface Enhancements for VLER,"VistaWeb is an intranet web based application used to review remote patient information found in VistA and the Health Data Repository (HDR). To a large extent, VistAWeb mirrors the reports behavior of the Computerized Patient Record System (CPRS) and Remote Data View (RDV). However, by permitting a more robust and timely retrieval of remote-site patient data, VistAWeb is also an enhancement to CPRS/RDV.",03/10/2011,23/01/2013,,,3.42035,0,0,-0.110118,-3.22,3.42035,3.530468,21/06/2012,10:40:19,1109130714
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2302,1109130725,Patient Record Flags for Suicide Risk and Missing Patients,"The Patient Record Flag is a nationally deployed application within the Computerized Patient Record System (CPRS) that creates a flag on the patients chart to emphasize the presence of significant risk factors for the patient. Currently, the only Category I Flag authorized for national release is a Behavioral Flag. Under current guidelines, this flag is to be used in the event that a significant risk for violence is present. The Patient Record Flag Advisory Board reviews all software requests to maintain compliance with the National Patient Record Flag VHA Directive 2003-048 and has approved this new Category 1 Patient Record Flag for Missing Patients. The use of PRF in being able to identify a missing patient should that patient show anywhere in the system is crucial to being able to identify these high risk patients, while also allowing clinical care givers the ability to assist in location of missing patients across the VA system.",15/05/2012,30/09/2013,,,2.271706,0,0,0,0,0.817238,0.817238,21/06/2012,10:40:19,1109130725
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2303,1109130737,Enhancements to the Veteran Crisis Line Software Application,"The Office of Mental Health Services currently manages the Veterans Crisis Line, a 24-hour confidential hotline that Veterans can access if they are in need of suicide prevention help. Crisis Line staff use a web-based application to make referrals from the national hotline to the appropriate field-based Suicide Prevention Coordinators (SPCs). Enhancements to the tool and ongoing maintenance of the application itself are needed.Currently, the application form that Crisis Line staff use does not electronically integrate the use of standard, industry-wide nomenclature that properly classifies self-directed violence. Instead, staff must record the levels of self-directed violence classifications manually into the free text comments field. Unfortunately, nomenclature used in this free-text field cannot be extracted as discrete data elements. As a result, the Suicide Prevention Center of Excellence, which gathers data from the Veterans Crisis Line Application, does not have the ability to properly report on self-directed violence in a manner that is consistent with industry nomenclature and standards. This leads to the inability of the VA to share and compare its information with other suicide prevention centers.",15/05/2012,30/09/2017,,,4.608063,0,0,0,0,0.584675,0.584675,30/11/2011,19:50:19,1109130737
